id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
264,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 4626,Super Luxury (Non AC Seater 2+2 Push Back),02:00,04h 15m,06:15,3.8,260,34
265,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 4344,INDRA(A.C. Seater),02:00,03h 30m,05:30,4.7,318,38
266,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 3979,Super Luxury (Non AC Seater 2+2 Push Back),03:15,02h 50m,06:05,3.8,261,33
267,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 3016,INDRA(A.C. Seater),03:30,03h 30m,07:00,3.8,318,35
268,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 3463,Super Luxury (Non AC Seater 2+2 Push Back),03:30,03h 30m,07:00,3.8,261,33
269,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 9331,Super Luxury (Non AC Seater 2+2 Push Back),04:15,02h 54m,07:09,3.8,261,33
270,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 9497,Super Luxury (Non AC Seater 2+2 Push Back),04:15,02h 50m,07:05,3.8,261,29
271,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 3022,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",04:45,03h 30m,08:15,3.8,252,35
272,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 23951,Super Luxury (Non AC Seater 2+2 Push Back),05:00,03h 15m,08:15,4.6,263,33
273,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 4512,Super Luxury (Non AC Seater 2+2 Push Back),06:00,03h 30m,09:30,3.3,261,34
274,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 23953,Super Luxury (Non AC Seater 2+2 Push Back),06:00,03h 15m,09:15,4.5,263,31
275,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 2991,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",06:30,03h 40m,10:10,3.8,248,37
276,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 4410,Super Luxury (Non AC Seater 2+2 Push Back),06:55,02h 59m,09:54,2.4,261,33
277,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 23955,Super Luxury (Non AC Seater 2+2 Push Back),07:00,03h 15m,10:15,4.6,263,26
278,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 5787,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",07:15,04h 15m,11:30,3.8,252,37
279,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 2873,Express(Non AC Seater),07:20,03h 45m,11:05,3.8,200,47
280,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 2793,Super Luxury (Non AC Seater 2+2 Push Back),07:30,04h 40m,12:10,3.8,260,33
281,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 4446,Super Luxury (Non AC Seater 2+2 Push Back),07:45,03h 09m,10:54,3.8,261,33
282,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 4941,Super Luxury (Non AC Seater 2+2 Push Back),08:00,03h 15m,11:15,2.2,260,33
283,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 2859,Super Luxury (Non AC Seater 2+2 Push Back),08:15,04h 45m,13:00,3.8,260,33
284,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 2880,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",08:45,03h 40m,12:25,3.8,248,37
285,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 4382,Super Luxury (Non AC Seater 2+2 Push Back),08:55,02h 59m,11:54,4.0,261,33
286,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 2795,Super Luxury (Non AC Seater 2+2 Push Back),09:00,03h 50m,12:50,3.1,260,19
287,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 24853,Express(Non AC Seater),09:30,03h 45m,13:15,3.8,200,46
288,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - GT08-2,Express(Non AC Seater),09:45,03h 15m,13:00,3.8,263,47
289,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 2882,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",09:45,03h 40m,13:25,3.8,248,37
290,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 23957,Super Luxury (Non AC Seater 2+2 Push Back),10:00,03h 30m,13:30,3.8,260,33
291,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 24863,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",10:15,03h 45m,14:00,2.8,248,36
292,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 3491,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),10:30,03h 15m,13:45,3.8,401,45
293,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 4508,Super Luxury (Non AC Seater 2+2 Push Back),10:30,03h 30m,14:00,3.8,261,33
294,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 3465,Super Luxury (Non AC Seater 2+2 Push Back),10:45,03h 15m,14:00,3.8,263,34
295,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 23959,Super Luxury (Non AC Seater 2+2 Push Back),11:00,03h 30m,14:30,3.8,260,33
296,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 24859,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",11:15,03h 45m,15:00,3.8,248,36
297,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 4412,Super Luxury (Non AC Seater 2+2 Push Back),11:20,03h 20m,14:40,3.8,261,34
298,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 3775,Super Luxury (Non AC Seater 2+2 Push Back),11:30,03h 20m,14:50,4.4,261,33
299,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 3427,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),11:30,03h 15m,14:45,3.8,401,45
300,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 23961,Super Luxury (Non AC Seater 2+2 Push Back),12:00,03h 30m,15:30,3.8,260,30
301,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 4261,Express(Non AC Seater),12:30,04h 15m,16:45,3.5,199,47
302,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 3495,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),12:30,03h 00m,15:30,3.8,401,45
303,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 9335,Super Luxury (Non AC Seater 2+2 Push Back),13:00,03h 09m,16:09,3.5,261,33
304,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 23963,Super Luxury (Non AC Seater 2+2 Push Back),13:00,03h 30m,16:30,3.8,260,33
305,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 4277,Super Luxury (Non AC Seater 2+2 Push Back),13:30,04h 00m,17:30,3.7,261,34
306,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 9373,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),13:30,03h 00m,16:30,3.8,401,45
307,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 4059,Super Luxury (Non AC Seater 2+2 Push Back),13:55,03h 20m,17:15,3.6,261,33
308,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 23965,Super Luxury (Non AC Seater 2+2 Push Back),14:00,03h 15m,17:15,3.8,263,33
309,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 4281,Super Luxury (Non AC Seater 2+2 Push Back),14:30,04h 00m,18:30,3.1,261,34
310,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 4263,Express(Non AC Seater),14:30,04h 15m,18:45,4.6,199,45
311,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 3841,Super Luxury (Non AC Seater 2+2 Push Back),14:40,03h 15m,17:55,3.7,287,33
312,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 23967,Super Luxury (Non AC Seater 2+2 Push Back),15:00,03h 15m,18:15,4.2,263,31
313,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 4445,INDRA(A.C. Seater),15:00,03h 35m,18:35,3.7,316,35
314,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 2637,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),15:45,03h 45m,19:30,4.0,399,32
315,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 3487,Super Luxury (Non AC Seater 2+2 Push Back),15:45,04h 00m,19:45,4.1,261,33
316,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 23969,Super Luxury (Non AC Seater 2+2 Push Back),16:00,03h 30m,19:30,3.0,260,33
317,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 3493,Super Luxury (Non AC Seater 2+2 Push Back),16:40,03h 50m,20:30,3.0,261,33
318,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,APSRTC - 4496,Super Luxury (Non AC Seater 2+2 Push Back),16:50,03h 20m,20:10,3.0,261,33
319,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),00:45,03h 30m,04:15,3.0,474,24
320,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,NueGo,Electric A/C Seater (2+2),01:45,03h 30m,05:15,3.8,474,32
321,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,SRKT Travels,Non A/C Seater / Sleeper (2+1),01:46,03h 14m,05:00,3.3,570,34
322,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Sree Sambhavi Tours and Travels,Non A/C Seater / Sleeper (2+1),02:30,03h 30m,06:00,3.0,610,30
323,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),02:30,03h 30m,06:00,3.6,469,22
324,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,NueGo,Electric A/C Seater (2+2),12:30,03h 30m,16:00,2.9,569,39
325,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Vsaikrishna Travels,Non A/C Seater / Sleeper (2+1),02:00,04h 25m,06:25,2.1,560,33
326,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),03:45,03h 30m,07:15,2.6,474,24
327,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),11:00,03h 30m,14:30,1.3,569,38
328,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,NueGo,Electric A/C Seater (2+2),15:30,03h 30m,19:00,1.5,569,36
329,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,NueGo,Electric A/C Seater (2+2),17:45,03h 30m,21:15,4.4,664,38
330,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,IntrCity SmartBus,AC Sleeper (2+1),00:45,02h 50m,03:35,3.4,1137,32
331,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),00:45,02h 45m,03:30,3.4,1049,28
332,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),01:25,03h 20m,04:45,3.7,1029,30
333,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Sri VInayaka Travels(Siva's),NON A/C Sleeper (2+1),01:35,02h 55m,04:30,3.5,999,24
334,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),02:40,03h 50m,06:30,3.5,699,33
335,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Navayuga Travels,NON AC Seater / Sleeper 2+1,02:45,02h 25m,05:10,3.9,1470,23
336,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,IRA Travels,A/C Seater / Sleeper (2+1),03:00,03h 00m,06:00,3.9,1050,23
337,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,IRA Travels,A/C Seater / Sleeper (2+1),05:00,04h 39m,09:39,4.7,1300,39
338,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),15:30,04h 00m,19:30,3.4,734,45
339,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Abhishek Bus,A/C Sleeper (2+1),16:30,03h 20m,19:50,4.1,3000,34
340,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Jagan Travels,A/C Sleeper (2+1),16:45,04h 15m,21:00,4.7,1550,33
341,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),16:45,04h 00m,20:45,3.8,869,29
342,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Jaishree Travels,Bharat Benz A/C Sleeper (2+1),17:30,03h 20m,20:50,4.5,1288,2
343,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,VKV Travels,A/C Sleeper (2+1),17:45,03h 30m,21:15,3.4,2240,27
344,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,VRL Travels,Volvo Multi-Axle A/C Sleeper (2+1),18:00,03h 50m,21:50,4.7,1900,22
345,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:00,03h 15m,21:15,4.0,1179,23
346,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:20,02h 45m,21:05,4.2,2129,19
347,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Svkdt travels,A/C Sleeper (2+1),18:25,04h 20m,22:45,4.3,700,30
348,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,03h 05m,21:35,3.4,1881,25
349,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,VRL Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),18:45,03h 45m,22:30,4.3,1500,38
350,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajesh Transports,NON A/C Sleeper (2+1),19:00,04h 30m,23:30,3.6,1200,26
351,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,SVD Vedansh Travels,A/C Sleeper (2+1),19:00,03h 20m,22:20,3.6,1799,30
352,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,V Kaveri Travels,VE A/C Sleeper (2+1),19:25,04h 05m,23:30,3.4,1900,29
353,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),19:45,03h 35m,23:20,0.0,746,34
354,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51626,Super Luxury (Non AC Seater 2+2 Push Back),00:30,04h 13m,04:43,3.7,344,32
355,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51607,Super Luxury (Non AC Seater 2+2 Push Back),01:00,04h 15m,05:15,3.3,344,32
356,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51137,Super Luxury (Non AC Seater 2+2 Push Back),01:30,04h 13m,05:43,3.7,344,33
357,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6393,Super Luxury (Non AC Seater 2+2 Push Back),02:00,04h 58m,06:58,4.3,344,33
358,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51351,Super Luxury (Non AC Seater 2+2 Push Back),03:45,04h 45m,08:30,4.0,344,31
359,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,BigBus,Volvo 9600 Multi-Axle A/C Sleeper (2+1),15:00,02h 30m,17:30,3.8,3399,27
360,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),16:15,03h 15m,19:30,3.3,4000,11
361,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,YAS TOURS AND TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),16:30,03h 15m,19:45,3.8,3300,28
362,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,JBT TRAVELS,A/C Sleeper (2+1),16:30,06h 15m,22:45,3.2,1799,16
363,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Moksha Travels,A/C Sleeper (2+1),17:00,06h 45m,23:45,4.1,2220,16
364,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 9048,Express(Non AC Seater),04:15,04h 25m,08:40,4.2,186,40
365,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 47021,Express(Non AC Seater),04:30,05h 00m,09:30,4.3,186,35
366,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 9050,Express(Non AC Seater),04:30,04h 30m,09:00,4.3,220,21
367,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 47023,Express(Non AC Seater),05:15,05h 15m,10:30,2.6,217,45
368,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 9042,Express(Non AC Seater),06:45,04h 25m,11:10,4.1,186,23
369,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 9062,Express(Non AC Seater),06:45,05h 25m,12:10,3.7,220,31
370,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 9036,Express(Non AC Seater),08:30,04h 25m,12:55,3.7,186,30
371,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 9058,Express(Non AC Seater),09:15,04h 25m,13:40,4.5,186,36
372,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 9130,Express(Non AC Seater),10:00,04h 25m,14:25,4.1,186,42
373,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 9038,Express(Non AC Seater),10:30,04h 25m,14:55,4.4,186,40
374,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 5451,Super Luxury (Non AC Seater 2+2 Push Back),10:30,04h 30m,15:00,4.8,277,22
375,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 47172,INDRA(A.C. Seater),11:00,03h 45m,14:45,4.2,359,34
376,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 5352,Express(Non AC Seater),11:15,04h 25m,15:40,4.7,186,42
377,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 5455,Super Luxury (Non AC Seater 2+2 Push Back),11:30,04h 30m,16:00,4.6,277,24
378,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 5533,Super Luxury (Non AC Seater 2+2 Push Back),13:00,04h 30m,17:30,4.5,277,3
379,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 47245,Express(Non AC Seater),13:15,04h 25m,17:40,3.8,186,13
380,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 47577,Super Luxury (Non AC Seater 2+2 Push Back),14:30,04h 20m,18:50,4.4,277,2
381,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Venson Transports,Non AC Seater (2+3),05:10,04h 35m,09:45,3.3,250,54
382,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,NueGo,Electric A/C Seater (2+2),06:00,04h 30m,10:30,4.7,512,36
383,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,NueGo,Electric A/C Seater (2+2),07:00,04h 30m,11:30,4.5,427,29
384,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,NueGo,Electric A/C Seater (2+2),09:00,04h 30m,13:30,4.2,512,36
385,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,NueGo,Electric A/C Seater (2+2),11:00,05h 10m,16:10,4.0,512,27
386,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),14:55,05h 18m,20:13,3.5,570,34
387,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,NueGo,Electric A/C Seater (2+2),05:00,05h 10m,10:10,4.2,664,21
388,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,NueGo,Electric A/C Seater (2+2),13:00,04h 30m,17:30,4.4,698,21
389,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),13:45,05h 18m,19:03,4.0,730,31
390,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,NueGo,Electric A/C Seater (2+2),14:00,04h 30m,18:30,4.6,854,25
391,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,SVD Vedansh Travels,A/C Sleeper (2+1),14:30,05h 00m,19:30,3.6,3499,23
392,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),16:30,04h 00m,20:30,4.3,3399,29
393,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Svkdt travels,A/C Sleeper (2+1),17:30,04h 00m,21:30,4.2,3000,3
394,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,NueGo,Electric A/C Seater (2+2),18:00,05h 40m,23:40,3.2,1139,16
395,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,IntrCity SmartBus,A/C Seater / Sleeper (2+1),18:00,05h 25m,23:25,4.9,2862,28
396,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),19:00,03h 15m,22:15,4.3,3199,36
